Start,End,Text
5713.94,5749.18,"Konu yoktur aslında köpeklerin insanlara dair bir sorunu vardır. Ben mücadele eden bir kardeşiniz için eski bir chp'li olarak sizden bunu istiyorum. Eğer bu videoyu atarsanız bize söz verirseniz emin olun bütün hayvan severler arkanızda olacak. Teşekkür ederim, teşekkür ederim. Bizim dışımızdaki bütün canlıların hakkını ve hukukunu korumak lazım. Kurduğun kuşun köpeği ne olursa bütün canlıların hakkını korumak lazım. Beni en çok üzen orman yangınlarında kaplumbağaların bir yere gidememesi ve onların yanması anız yakılıyor. Anız yakıldığı zaman pek çok canlı hayatını kaybediyor, bir ara Diyanet işleri başkanlığı'na ne olursunuz bu anız yakmaları en azından günah olduğunu can."
5749.18,5782.39,"Yarın yandığını burada ifade edin diye. O da birkaç kez bu konuda duyarlı yaptık diye de bana söyledi. Doğru canlıların hepsinin hayatını kurtarmamız lazım ve onlara sahip çıkmamız lazım. Çünkü onlar olmasa zaten biz olmayız. Dolayısıyla bütün canlıları korumak gerekiyor. Video dediniz bakacağım 10'a çıkart bu süre dar süre içinde belki olmaz ama bu konuda size söz veriyorum gereğini yapacağım. Hayvanseverleri emin olun arkanızda olacak ve ben hatay'dan yeni geldim. Deprem bölgesine 3 yere gittim. Yıkık evlerden hayvanı arama kurtarma yaptım, buraya getirdim, sahiplendirme çalıştım. Hatay'dan 4 gün önce geldim oraya yaklaşık 130 paket kedi maması bıraktım."
5782.39,5814.31,"Inanan arkadaşlar hatay'da insanlar unutulduğu kadar hayvanlar da unutuldu. Oradaki sokak hayvanları bir kap su, bir kap mama için yani birbirlerini parçalıyorlar. Benim bunlarla dahil yüzlerce videom var. Oğuzdan abiden de isteyeyim. Kendisi deprem bölgesindeki videodan sonra yaklaşık 700.000 takipçi kazandı. 700 paket mama istiyorum sokak hayvanları için Hatay Elbistan, maraş'ta ki hayvanlar için elbette ben gerçekten ne kadar takipçi geldiğine bakmadım. Ben bakmam şöyle yapalım, 1.000.000 gelmiş olsun, öyle yapalım o zaman tamam 1.000 paket sözün var mı abi pardon ne demek?"
5814.31,5844.99,"Şimdi hemen beni takip edin. Teşekkür ediyorum. Çok sağolun estağfurullah beyefendi sizin lafınızı böldüm. Buyurun Sayın Kılıçdaroğlu öncelikle hoş geldiniz. Seçim vaatleri öncesi konuşmalarınızı öncelikle siz deve iktidar partisi de dikkat etsin lütfen. Çünkü memura 21.000 TL maaş vereceğiz diyorsunuz. Iktidar partisi ben 17.000 TL vereceğim diyor ve bu durum bize yansıyor. Çünkü ben nişanlıyım ve şu an sizin verdiğiniz vaatler yüzünden ev kiraları 8.000 TL, 10.000 TL, 15.000 TL olmaya başladı. Şimdiden daha seçim bile başlama sakın, bunu yapamazsınız beyefendi sorusunu bitirsin."
5844.99,5880.23,"Güzel değil, iktidardan da bahsediyorum. Ben nişanlıyım, daha evlenmedi bana şimdiden seçim sonrası evlilik kredisi verileceğini bunların her yere söylüyorlar. Her seçimde konuşmalarını yapıyorlar. Şu an bir düğün salonu tutmaya kalksak 200.000 TL, 250.000 TL. Bu bir de ciddi zarar veriyor. Ben 30 yaşındayım. Zateno.tv den vesaire diğerlerinden faydalanamayacak bir evim yok. Yine de bir evim alamayacak arabam yok, araç sahibi olamayacağım sizden tek ricam şu olur da iktidara gelirseniz bizim gençlerimiz için illaki yapacağımız şeyler vaat olarak şu an söyleniyor, sonraki aşamalarda neyle karşılaşacağız? Bu çok önemli bir gün ve Muharrem ince Fatih Altaylı programında depremle ilgili istanbul'un bir beka sorunu olduğunu söyledi."
5880.23,5915.47,"Daha bu konuya gelemedik size. Bu soruyu da sormak istiyorum, Muharrem ince deprem bölgelerinde çok hızlı bir şekilde eğer iktidarın başına geçerse kendisi çok hızlı bir şekilde bitireceğini, oradaki konteynırları alıp istanbul bölgesine getireceğine bir kısmı Anadolu yakasına bir kısmını Avrupa yakasına koyup tek tek insanların evlerine yıkım altında olan yıkıma yakında olan binaları yıkıp kendisinin yapacağını ve büyüyeceği talep etmeyeceğini söylemişti. Bir de bunu ne kadar doğru, ne kadar yanlış olduğunu çok düşündük. Hala da düşünüyoruz. Sizce bu doğru bir yöntem midir? Böyle bir yöntem mantıklı mıdır? Istanbul'la ilgili ne yapabileceksiniz? Bu bizim için çok önemli. Çünkü bu kiralar bu durumdayken ve bizim evimiz kirada kaldığı deprem"
5915.47,5950.75,"Ve dayanıklı değil dediler. Bir belediyeden teklifte bulunduk. Çok yoğun oldukları için ileriye tarih verdiler. Özel bir şirket aradık. Daire başı 17 buçuk milyar istiyorlar. Daire başı. Hani bu çok ciddi bir rakam siz ne yapabilirsiniz sizden biraz fikir almak istiyoruz. Belki biz de oyumuzu size vereceğiz, ihtiyacımız var. Sizin konuşmalarınıza sağ olun, teşekkür ediyoruz, şöyle bir şey istirham edeceğim efendim sizden siz zaten ben gözlemlediğim kadarıyla her soruyu not alıyorsunuz başlıklarını en azından topluca soruları alsak da hızlıca cevapları versek ve finale gelsek olur mu? Çünkü sizin de olur olur bu sabah da bayağı bir temaslarını olacakmış, en azından 12 saat uyuyabilir, sizde mikrofon beyefendi bir sorsun beyefendi aya"
5950.75,5985.95,"Sabahtan beri sorunuz hemen sonra oturduğunuz başka sorsun afyon'dan geldik. 3 arkadaş öğlen 10 ikide çıktık. Yola bu saate kadar bekledik. Size lokum veren Hüseyin balık biraz önce söylemiştim. Lokum getiren şeyin sağ olunuz buyurun şimdi Kemal bey Afyon biliyorsunuz muhafazakar milliyetçi bir şehir tamamen kapalı bir şehir, insanlar benim şöyle söyleyeyim, ben Afyon çayın lik köyündenim kendi köyüm afyon'un en büyük nüfusuna sahip bir köyü. Bizler genelde seçimlerdeki vaatlere göre değil, sadece vatan bayrak üzerine genelde oy kullanıyoruz. Benim yeğenlerime hemen hemen hepsi şu anda suriye'de ırak'ta uzman erbaş ve uzman çavuş, bunların hepsinin bana sordu."
5985.95,6020.14,"Tek bir soru var, Kemal bey, eğer Cumhurbaşkanı olursa suriye'de ve irak'ta pyd terörü bitmeden askerimiz oradan çekilecek mi? Ya da askere moral olarak ne söyleyecek? Ben sizin seçim birinci turundan sonraki videonuzu izledim. Ben buradayım diye çok yüksek sesle bir videonuz vardı. Yine ben size öyle yüksek sesle bununla alakalı cevabınızı istiyorum. Bunu bekleyen afyon'dan bir sürü yurttaş var ve sizden bunun cevabını istiyorum. Teşekkür ediyorum. Şunu da not ettik sanıyorum hemen hızlıca beyefendi buyurun hızlıca sorun can bey oturabilir miyim acaba lütfen ben öncelikle Hatay antakya'dan geliyorum hatırlarsanız sizin programınıza katılmıştım antakya'da mevzular."
6020.14,6053.76,"Arkada sağlık kendini gösterir misin? Kalkıp buradayım otursam evet 30 sorun olmaz sanırım kendini göster diye. Öncelikle ben sizin vasıtanızla ve bir de bu program vasıtasıyla aynı şekilde Mustafa Sandal vasıtasıyla çiğdem için bir şarkı istemiştim. Orada milyonların yüreğine ulaştı. Milyonların duası dileği çiğneme ulaştı. Ben bu konudan dolayı çok mutluyum. Kendimde de bunu bir teselli olarak gördüm. Çiğneme yakışan buydu. Yine aynı şekilde bir kaç bir şey daha söylemek istiyorum. Annem beni 5 kere aradı, oğlum konuştun mu, konuşmadın mı, konuştun mu, konuşmadın mı her defasında kurban oldum, korkuyor, başıma bir şey gelir diye herhangi bir şey sıkıntı sebep olur diye hani"
6053.76,6087.65,"Dedim, konuşmadım, konuşacağım ama dedim. Sayın Kılıçdaroğlu, yanlış anlamasın Sayın Erdoğan yanlış anlamasın dedim. Niye ben de dilekçeyle konuşuyorsun dedim. Anlamazlar yani yanlış niye anlasınlar ki? Dedim. Ortaya olan konuşacağım, herkesin istediğini duyurmaya çalışacağım diye. Şimdi birinci olarak şunu söylemek istiyorum, ben aslında yarışın 2 adayı var. Kemal Kılıçdaroğlu ve Recep Tayyip Erdoğan Sayın Recep Tayyip Erdoğan buradan söyleyeceklerimi aslında belki izler izlemez ya da birileri ulaştırır diye düşünüyorum ikisine de soruyorum aslında ben bu soruyu deprem bölgesinden olarak sadece sayın kılıçdaroğlu'na değil, aynı zamanda Sayın Recep Tayyip erdoğan'a soruyorum, ikisinden de bu konuda bilgi almak istiyoruz çünkü inanıyorum birileri gösterecektir, onun basın danışmanlarıyla"
6087.65,6121.95,"Ama izleyecektir. Kendisi lütfen soruyu alalım. Oradan bir cevap alacağımızı düşünüyorum. Birincisi şunu söylemek istiyorum, Sayın Kılıçdaroğlu, siz bir lider olacağını söylüyorsunuz ama benim için liderler ileri görüşlü olmalıdır. Şunu söylemek istiyorum, bize seçimden sonra edilmedik, hakaretler kalmadı. Çok türlü türlü hakaretler edildi. Oradaki insanlar o kadar zor durumda. Onlar kullandılar ki kırık dökük binalarda, okullarda oylar kullanıldı. Ben yine programımıza katıldığımda Oğuzhan bey toplumun çürümüşlüğü nden bahsetmiştim. Evet, toplumdaki çürümüşlük maalesef seçimin ardından öfkeyi ve kini bize kustu Sayın Recep Tayyip erdoğan'a belki öfkeleri kinleri var bilmiyorum, çok yine biz genelleme elimde demek gibi maalesef"
6121.95,6155.55,"Bundan dolayı bize bu öfkelenen kurtuldu ve her yerden mesaj aldım. Lütfen bunu söyle lütfen. Bunu söyle lütfen bunu söyle diye. Ben şunu beklerdim, Sayın Kılıçdaroğlu, sizden ileri görüşlülük ile davranarak sayın halkım işte deprem bölgesinden hani sonrasında paylaştınız ya bir yazı onun öncesinde beklerdim. Şunu söyleyebilirsiniz, deprem bölgesinden gelecek oylar ne olursa olsun sonuç ne olursa olsun buradaki insanlara yine sevgiyle yaklaşmamız gerekir diye kendi kitlenize hitap etmeniz gerektiğini isterdim. Çünkü bunlar uzaktan yapılmamıştı çoğunluğu chp seçmeni idi burada ve bize bu şekilde hitap ettiler. Savunmak için söylemiyorum ama bu kadar ahlaksızca bu kadar iğrenç"
6155.55,6190.79,"Bu kadar insanlık dışı bir şeyi ön göremezdik. Artık uğraşma göremezsiniz. Efendim deprem zamanında biz de size anlatmıştım. Biz telefonla insanları kurtarmaya çalışırken bize ulaşanlara, bizi ankara'dan, izmir'den arayıp trolle genler olmuş. Şu an göçük altındayım deyip bizi kandıranlar olmuş. O yüzden bunu biz de tahmin edemedik, ön göremedik. Büyük bir ekibimiz olmasına rağmen ben bunu yapılan o hakaretleri, o insanlık dışı pislikleri kimsenin tahmin edebileceğini düşünmüyorum. Bu öngörüsüz lük değildir, beyefendiyi koruduğum için söylemiyorum ama böyle bir şey göremezsiniz. Çünkü şunu söylemek istiyorum, 6 şubatta biz o korkunç geceyi sabah yaşadığımızda birbirimize yardım ederken AKP li, mhp'li, chp'li diye yardım etmedik. Siz bir"
6190.79,6222.54,"Video yayınladınız elinizde anayasa kitabıyla beraber dediniz ki evleri şu şekilde anayasada yazdığı gibi size ücretsiz vereceğiz. Ben bile bilmiyorum ki anayasa kitabında ne yazdığımı ben bile bilmiyorum ama AKP ya da diğer partiler bizler de çadır kentlere kadar geldiler, takdir edersiniz, etmezsiniz, çadır kentlere geldiler, konteynırları geldiler, evleri nasıl yapılacağını anlattılar. Hatice teyze ve ayşe teyzeyle kalk gidek akp'ye gelmiş evleri nasıl yapacaklarmış. Hele gel gel oturak bakayım dinle ne anlatıyormuş, geliyorlar, dinliyorlar, gidiyorlar, kız Hatice diyor ne yapalım diyor, sevmesek de diyor, mecbur vereceğiz diyor, evimizi yapacaklarmış bak diyor 2 + 1 yapacaklar 3 + 1 yapacaklar diyor. Böyle yapacaklarmış"
6222.54,6256.01,"Neden siz diyeceksiniz ki? Belki devletin, iktidarın bütün propagandası onların elinde kanalları belki onlar yönetiyorlar. Oradan herkese ulaşır ama sahalarda sizin de yapsaydınız sahalara neden dinlediniz? Neden sizi görmedik? Sahaların hiçbir yerinde niye ulaşamadığınız bu halka nedenini anlatamadığınız ondan sonra bunları yapmazken ondan sonra hakaret kin öfke halka kurtuldu. Burada yanlışlar var. Bu yanlışları anlatmak zorundayım, söylemek zorundayım. Yine aynı şekilde Sayın Kılıçdaroğlu, devlet bize şu anda lütfen arkadaşlar deprem bölgesinden geliyorum lütfen pozitif bir ayrımcılık istiyorum, çok çok burada yardıma yönelik sorularımız var, finale getirirsek çok mutlu oluruz."
6256.01,6289.29,"Evet afad'a ilgili yine aynı şekilde. Mesela bize afad şu anda devlet Sayın Recep Tayyip Erdoğan bizlere hane başı desteği veriyor 10.000 TL. Bunlardan haberiniz vardır diye düşünüyorum. E devlet üzerinden yapılıyor. Başvurular yine aynı şekilde. Yapılan bu başvurularda kira yardımı, konutlarla ilgili kira yardımı, taşınma yardımı gibi ücretler ödeniyor. Bu ücretlerle ilgili olarak siz mesela atıyorum. Recep Tayyip Erdoğan 10.000 dediyse ben 15.000 ödüyorum ya da giren yardımları şu kadar sene geçerli olacak. 2 sene üzerinden 3 sene üzerinden olacak. Bize bunları açıklayarak anlatın. Biz anayasa kitabında ne yazdığını bilmiyoruz. Bize açık açık net net nasıl yapılacak?"
6289.29,6319.61,"Nasıl olacak, neler olacak diye anlatmanız lazım ki bizler anlayabilirim. Sayın Recep Tayyip erdoğan'dan da aynı şekilde bize yine kiracılara ilgili bilgi de almak istiyoruz. Kiracılar ne olacak? Herkes ev sahibi değil, kiracıların durumu ne olacak? Bunların hepsini sunabilmek istiyoruz. O başlıkların altına beyefendi de dolduracaktır. Buradan sayın Cumhurbaşkanımız da muhakkak izleyecektir, inanın bir şekilde beyefendi de tatmin edici bir cevap verecektir. Biz çünkü yarışın 2 kere ulaştığında cevap almak istiyor. Tamam tamam, çok teşekkür ederim, kimle mikrofon beyefendi de buyurun buyurun sayın genel başkanım hoş geldiniz, öncelikle buradayım."
6319.61,6349.94,"Sol taraftaki genç kardeşimiz. Evet bir hukukçuyum önünüzde anayasa kitapçığı var. Anayasadaki türk kavramına göre din ve ırk fark etmeden her vatandaş türk'tür. Bu seçim döneminde fark ettim. Bir Almanya vatandaşından bahsederken, alman ingiltere vatandaşından bahsederken ingiliz diye bahsettiniz ama birden fazla kez türkiyeli diye bir kavram kullandınız. Türkiyeli diye bir kavram türk değil. Türkiyeli birkaç soru önce de Atatürk milliyetçisiyim dediniz. Atatürk milliyetçiliğinden türk yerine Türkiye diye bir kavram var. Bunu merak ediyorum, teşekkürler, sağ olunuz bunu da aldık, notumuzu aldık beyefendi buyurun oyun yıldan beri daha 16 yaşından beri oyu bile kullanamaz."
6349.94,6385.18,"Sandık başında görev almaya başladım. 10 yıldan beri gerçekten çevremde herkes seçim zamanı geldiğinde sizin de dediğiniz gibi 5 yılda bir seçimler oluyor. 5 yıl boyunca biz bugünü bekliyoruz. Ne de öyle bir yol ayrımına geldik. Yani burada gülüyoruz, eğleniyoruz ama neyin ne olduğunun farkındayız. Seçim günü gecesi saat 10. Bire kadar sizin kendi sisteminizde siz öndesiniz. Eren Erdem, keşke kendisi burada olsaydı, her 5 dakikada bir güncelleme yaptı. Diğer parti yetkilileri saniye saniye dakika dakika açıklama yaptılar. Emin olun ki size oy veren insanlar siz kaybettiğiniz zaman sizin sırtını dönmeyecek ama siz o gece bir anda anka haber ajansı da sanırım Tuncay özkan'ın yönlendirdiği bir ajans diye söyleniyor."
6385.18,6420.42,"Bir Özkan kez sizin şu an yardımcınız, bir anda onlar da veri akışını durdurdu ve 20 dakika sonra bir anda Recep Tayyip Erdoğan öne geçmiş olarak gördük ve ilerleyen dakikalarda da maalesef ki siz sadece abi kusura bakma biraz uzun konuştum. Sadece finale gelir misin şu an? Çünkü kapatmam gerekiyor. Evet, sadece bir dakikalık bir konuşma yaptınız ve sonrasında bir gün sonra yani bir saatte bir konuşma yaptınız. O süreçte hiç kimse çıkıp da bu halka bir şey açıklamadı. Gerçekten kendimize ihanet edilmiş gibi hissetti. Şunu merak ediyorum, sorun şu, 28 mayıs'ta bizim sistemlerimiz çökecek mi? Onursal adıgüzel gibi başkaları istifa edecek mi? Yani ortada bir skandal yaşandığını düşünüyorum ama gaye"
6420.42,6455.66,"Makul açıklamalar yapıyorsunuz. Biz bunu bir daha yaşayacak mıyız? Bir daha ihanet edilmiş gibi hissedecek miyiz? Çok teşekkür ederim. Çok güzel, gerekli de bir soruydu. Hemen son kez hanımefendi buyurun buyurun hanımefendi. Buyurun son soruyu da alalım, evet, tamam üzerinde çok stres var, bunu hissediyorum. Sakin ol şu an çok baskı altındasın, koordinatörlüğünü de sen yapıyorsun seni çok seviyorum ve çok stresli girmeni istemiyorum merhabalar Kemal bey ben 22 yaşındayım oldum ilk önce 28 Şubat dönemi yine başlamak istiyorum çünkü 2 90 sekize başladı ve siz aktif siyasete 2.000 yıllarında başladınız deniz baykal'ın sayesinde ve siz 2.010 yılında genel başkanlığa geçtiğiniz zaman helalleştik."
6455.66,6486.72,"Şimdi siz bir siyasi olarak çok cesurca ben hata yaptım diye biliyorsunuz ama arada bir 10 sene var. Bu 10 sene okuma hakkı ideolojisine göre yaşama hakkını alınmış birçok öğrenci oldu. Birçok kadın oldu, birçok erkek oldu. Bu bizi ülkece şu an 30 sene geriye itti. Bu yakalanabilecek bir şey değil, bir helalleşme tamamen helal eleştirme hakkımı helal edin. Bunun izini bu kadar kolay sürebileceğini düşünüyor musunuz cidden? Çünkü muhafazakar kesimin ya da benim gibi tesettürlü öğrencilerin chp'ye oy verememe en büyük sebebi bu."
6486.72,6519.01,Çünkü çok fazla karalama kampanyası var. Sizin helalleşme sen onun maniniz sosyal medyada çok fazla aktif değil ve çok fazla birazcık daha güvenli verirseniz eğer insanların fikirlerini değiştirebilirsiniz mesela. Çünkü dediğim gibi bunun izini bu kadar kolay veya yuvarlayarak çözemezsiniz. Bu büyük bir acı ve CHP ya da chp'yi tercih edilen CHP li partililer hepsi sizin kadar olumlu yaklaşmadı. Hepsi sizin kadar cesurca yaklaşıp ya ben hata yaptım demedi. Şu ana kadar hiçbir siyasetin ben çıkıp da ya ben bu 28 Şubat döneminden sonraki süreçte ya böyle böyle davrandım.
6519.01,6554.24,"Bu süre davrandım, ben hata yaptım demedi. Şimdi siz bunu geç bir sürede söyleyince çünkü arada bir 10 sene var ve siz bundan önce de yaşıyorsunuz ve yine de bir siyasi ile ilişkiniz vardı. Yürüme can bu politik bir maske mi? Çünkü siyasiler zaman zaman kılıf değiştirir gibi fikir değiştirip toplumu manipüle etme eğilimleri var ve sizin röportajlarını izlediğimde diyorsunuz ki bir siyasinin hatası topluma mal olabilir ve bu çok büyük bir 30 40 yıl geriye mal oldu. Siz bunu cesurca çıkıp söylediniz, sizi tebrik ediyorum, buraya gelmeniz de çok büyük bir adımdı, kesinlikle yadsınamaz bir emek, bir vakit, bir zaman dilediğiniz."
6554.24,6589.18,"Için teşekkür ederim. Bu konuda benim sorumu cevaplarsanız memnun olur. Ikincisi ise işsizlik konusunda yok. Vaktinizi almak istemiyorum. Ne olur alkışlamayın, işsizlik meselesinde muhtarlıkları çok fazla incelediniz ve dediğim gibi çok güzel bir propaganda olduğunun farkındayım. Her ne kadar bazı konularda sizinle beraber yürümesi hem de yine de sizi destekliyorum. Bu konuda hakikaten bir propaganda var ve sürekli işsizlik konusunda sizin muhtarlık veya özel kalem gelecek onlara yardımcı olacak. Yahu büyük bir işsizlik problemi var. Ben bir tercüman ve tercüme muhtarlıkta açıkçası çalışmak için yapmıyorum ki artık muhtarlıklar e devlete döndü. Bunun için birazcık daha işsiz mezunlar için bize birazcık daha rahat atlatırsınız."
6589.18,6599.34,Sizin için iyi olacağını düşünüyorum. Çok teşekkür ederim. Sana 5 dakika ayırmanızı rica ediyorum. Bundan sonra daha devam edeceğiz. Şimdi arkadaşlar sakin olun.
6599.34,6634.7,"Anladım. Tamam arkadaşlar arkadaşlar sakin olun beyefendi cevaplarını versin. Biz daha buradayız, merak etmeyiniz lütfen. Ekipten de buradan arkadaşlarım olacak ama beyefendiyi uğramam gerekiyor. Gerçekten bana verilen süreyi bir saat açtım. Şimdi lütfen cevapları sakin sakin dinleyelim. Sonra dediğim gibi o ayağa kalkma sürecini de inanın bana karşılıklı diyaloglarla devam ederiz. Inan bana buyurunuz efendim finalde de benim tabii bi sorum olacak. Seçim vaatlerinde ev ve araba alamayız diye ve kentsel dönüşümle ilgili bir arkadaşımız konuştu. Evet şöyle söyleyeyim, zaten kişi başına gelir çok düştü, 12.000 dolardan bazı illerde 7.000 dolara, bazı illerde 8.000 dolara düştü. Daha önce asgari ücretin 2 buçuk katı"
6634.7,6669.82,"En düşük memur aylıkları asgari ücretin de altına düştü. Bazıları yerlerde dolayısıyla bir yoksullaşma var. Sizin ne ev ne de araba alma şansınız yok, onu baştan ifade. Bunun çözüm yolu birisine bağışta bulunmak değil, kişi başına geliri artırmak, milli geliri artırmak, üretimi artırmak, istihdam alanı yaratmak ve dolayısıyla türkiye'yi büyütmekten geçer. Türkiye'yi büyütürken de vergi politikasıyla ve bütçe politikasıyla gelir dağılımını dengelemek lazım. Bu bugünden yarına olacak bir şeydi bu. Ancak belli bir zaman dilimi içinde planlama yapılarak bu ancak sağlanabilir. Bütün dünyada böyle yapıyor ama var olan hükümet devlet planlama teşkilatını kapattığı için böylesine garabet bir."
6669.82,6705.06,"Durum ortaya çıktı. Kentsel dönüşümle ilgili de bir sorunuz oldu. Onu da ifade edeyim. Kentsel dönüşüm istanbul için çok geç kalındı. Kentsel dönüşümde bir arkadaşımız veya siz söylediniz. Hani deprem bölgesinden konteynırlar gelecek falan zaten bu konteynırların sökülmesi, ambalajlanması ve bir yerde tutulması lazım. Bir yerde deprem olduğu zaman süratle o konteynırların tekrar bunu yapacak olan da afad'ın, afad'ın bunu yapması lazım veya kızılay'a devredildi. Kızılay'ın yapması lazım. Afad'ın bağımsız bir kuruluş olarak ortaya çıkması ayrı bir bütçe olması ve kent planlaması konusunda afad'ın tek yetkili olması lazım. Böylece fay hatları üzerinde afad'ın konut yapılm."
6705.06,6740.29,"Buna izin vermemesi lazım. Afad'ın böylece yeniden sıfırdan planlanması gerekiyor. Kentsel dönüşüm istanbul'da yapılması gerekiyor ama kentsel dönüşüm uzun süredir yapılmıyor istanbul'da. Çünkü birden fazla kişi yetkili ve bu yetkililer bir araya gelemiyorlar ve karar veremiyorlar. Ciddi bir sorun var. Bunun için bir özel yasanın çıkması lazım. Kentsel dönüşümle ilgili bu özel yasa çerçevesinde sorunun çözülmesi gerekiyor. Afyon'a ilgili arkadaşımızın evet, söylediğiniz bu apazar bir yer biliyorum. Milliyetçi damarı oldukça güçlü olan bir yer, onun da farkındayım, vatana ve bayrağa oy veriyorlar diyorsunuz, evet, yani vatan ve bayrak dediğiniz zaman akan sular bir anlamda duruyor. Suriye'de irakta asker çekim."
6740.29,6775.54,"Diyecek mi? Bakın arkadaşlar devlet ayrı bir organdır. Ben çekilecek dediğim zaman devlet hemen gidip bunu çekmez. Bizim kuracağımız devlette inşa edeceğimiz devlette Milli Güvenlik Kurulu vardır. Milli güvenlik kuruluna siz danışmadan ya askeri çekeceğiz, çekmeyeceğiz, ne diyorsunuz demeden bir kişinin kalkıp da askeri beyler çekiyoruz. Beyler yarın sabah şuraya gidiyoruz olmaz, devlet böyle yönetilmez, devlet kendi çıkarları için ülkenin çıkarları ve o ülkede yaşayan insanların çıkarları üzerine politika oluşturur. O çerçevede bakmak lazım. Elbette ki bizim askerler geri çekilecek ama Türkiye gerekli güvenliği aldıktan sonra o askerlerimiz geri çekilecek, o güvenliği almadan siz çekerseniz."
6775.54,6810.78,"Yaka sorunlar çıkar karşınıza bunu böyle bilmenizi isterim. Hatay'dan gelen annemle konuştum acaba konuşuyor musun, konuşmuyor musun diye annemin korktuğunu söylediniz. Korku ikliminden toplumun kurtulması lazım. Korku ikliminin olduğu bir yerde insanlar düşüncelerini özgürce açıklayamazlar. Onu ifade edeyim. Liderler ileri görüşlü olmalıdır. Evet, liderler ileri görüşlü olmalıdır ama liderler ileri görüşlü olacak ama liderleri yönlendiren devletin bürokrasisi midir? Devlet bürokrasi devlet ayrıdır, siyasi partiler ayrıdır, devlet ayrıdır. Kılıçdaroğlu ayrıdır, devlet ayrıdır, Erdoğan ayrıdır, Erdoğan devlet değil, ben de devlet değil, devlet bakidir, siyasi partiler geçicidir."
6810.78,6846.02,"Şöyle bir algı yerleştiriliyor, bir kişi geliyor, devlet odur, öyle bir devlet yok. Dünyada 21. Yüzyılda öyle bir devlet yok. Dolayısıyla devletin hafızası, bürokraside ve bürokrasisinde liyakate göre oluşturulması lazım. Yani işi ehline teslim etmeniz lazım. Siyaset ana ilkeyi belirler. Bürokrasi 10'a çıkart uygun olarak yasal altyapıyı hazırlar ve o çerçevede hareket eder. Dolayısıyla zor koşullarda oy kullanıldı dediniz. Eve zor koşullarda oy kullanıldı. Ben depremin ikinci günü hiçbir lider daha o bölgeye gitmişken o bölgeye giden kişi benim depremzedelere oturup konuşan kişi, beni feryat edenleri dinleyen kişi benim ama o gürültü ve patırtı içerisinde tabii herkes can derdindeydi her."
6846.02,6881.26,Kes mal derdinde de bir şekliyle hiçbir ayrım yapmadığını da ifade edeyim. Ben ak parti'nin kurduğu çadır kente de gittim. CHP li belediyenin kurduğu çadır kentte de gittim. Onlara da teşekkür ettim. Onlara da teşekkür ettim. Çünkü sonuçta bu ülkenin insanı büyük bir acı yaşıyor. Acı hepimizin ortak acısı bu çerçevede baktım bir eleştiri az önce onu da söyledik zaten deprem bölgesine siz de söylediniz. Yapılan yardımlar dolayısıyla oy çıkmadı. Vesaire şöyle oldu diye bir eleştiri insanlık açısından bunu söyleyen kişinin insan olmadığına inanan birisiyim. Yüreğinde sevgi olan insan sevgisi olan birisi böyle bir cümle kurmaması gerekir zaten onun da tamamen provokasyon olduğuna inanan birisiyim.
6881.26,6912.73,"Ben hiçbir chp'linin böyle bir ifade kullanacağını sanmıyorum ve hemen sordum zaten bunlar kim? Bizim chp'lilerle hemen partiden atalım diye yok öyle bir şey ama varsa öyle bir şey buluyorsanız satıyorsanız aslında tutmayız. Tabana hitap edemiyor dediğiniz Cumhuriyet Halk Partisi haklısınız, tabana hitap edemiyor olabilir. Biraz daha entelektüel takılıyor daha. Dolayısıyla halkın anlayacağı dille bunu ifade edemiyor, haklısınız burada ama bunu da aşmaya çalışıyoruz. Konutları nasıl yapılacağını anlatan siyasetçi değil, konutların nasıl yapılacağını anlatan gelen size devlet memurları ama devlet memurlarını siz partili olarak görüyorsunuz."
6912.73,6947.97,"AK Parti memuru değil, onlar devletin memuru, devletin memuru, gelecek binaları, evleri, yolları, köprüleri nasıl yapacak bunu anlatır size. Ama bürokrat partililer ettiği için farklı bir algı çıkıyor ve onun da altını çizmek isterim. Neden sizi göremedik? Dediğim gibi ben geldiğimde daha hiçbir siyasi partinin Genel Başkanı gelmemişti ama sizinle karşılaşmadık. Ama ben gecenin saat 2 sıfır ikisinde samandağ'da gittim, iskenderun'a gittim. Dediğim gibi bütün yerleri gezdim ve ben 3 kez gittim. Deprem bölgesine deprem bölgesinde çadırda da kaldım. Oradaki insanların dramını da biliyorum. Arsuz'da gece yattım ve soğukta elbisemi çıkarmadan üstüne bütün yatakları çektiğim halde sabaha kadar soğuktan uyuyamadık ben."
